2.589377396272264376e-01,8.262887089426008691e-01
7.499018994271156036e-01,2.741784575049526773e-01
7.352343220777990407e-01,2.195398632176769615e-01
3.623525873581666112e-01,7.592024318975499897e-01
2.711064084803569973e-01,6.859954689129017513e-01
7.286071402676609354e-01,1.284470378265724355e-01
7.528313357539374584e-01,2.160884663728964983e-01
7.685747398732375446e-01,1.227076269126907704e-01
7.528260408155194039e-01,1.555548917285164978e-01
7.174492597272075223e-01,4.011759969865545394e-01
1.037499425515858581e-01,6.989747673113370086e-01
3.648052001315151283e-01,6.795548263567263714e-01
8.012197929717865819e-01,1.024720803578645506e-01
1.241837786224476714e-01,6.603131878498609275e-01
6.942952848377963448e-01,7.179365742568606656e-02
8.123338104811184124e-01,2.281662333190284941e-01
2.446563178933714999e-01,8.351244245258254706e-01
3.133184699795038552e-01,8.882002682360385926e-01
3.003002492592710682e-01,8.567672339603060738e-01
7.552040688277701364e-01,2.620439305129266816e-01
3.460566634999179825e-01,5.817358963662128124e-01
2.763887028312539962e-01,8.056128829902432509e-01
7.167622416089942661e-01,1.824420380825524379e-01
2.760150616233406629e-01,8.452773046227651799e-01
1.835031624107764658e-01,6.216652521363760231e-01
2.605148959518344687e-01,6.197581788689487947e-01
3.359574366127496825e-01,7.612830968742020366e-01
8.635354388016451832e-01,2.256015772490150839e-01
8.278743060379883945e-01,2.897616214365882903e-01
7.324626960499832640e-01,1.030114836944379109e-01
6.903233954161629438e-01,2.778558781194965799e-01
7.322175895099255483e-01,1.959943654966145865e-01
8.954956583705511175e-01,1.335683172934772900e-01
7.897702736722256311e-01,2.952549130131046362e-01
1.981927385991402446e-01,5.246808970327910826e-01
4.583511263472836994e-01,7.802340976881582124e-01
8.011345086058816456e-01,1.499643835668952874e-01
3.139694268120883369e-01,5.991495298967410843e-01
3.209156825604037033e-01,7.419826733191970947e-01
3.939631590131159045e-01,7.244561535490620097e-01
6.872477321061454258e-01,2.006961480250295804e-01
8.801042032881735144e-01,2.063827446676171629e-01
7.850472742768700440e-01,1.654687058523034437e-01
6.520444878011557588e-01,2.565869421582575027e-01
3.505287145721923125e-01,6.641195921431950477e-01
2.854314999151079668e-01,6.785684638737099483e-01
6.651870536310017235e-01,2.256367166585242223e-01
3.329457575682491788e-01,7.224025683329718950e-01
8.656492123495513891e-01,2.239801246561463899e-01
8.218748070209294099e-01,2.644763948511329454e-01
2.113842843873226796e-01,6.370174679771364312e-01
2.434541128158224654e-01,7.285974754990047764e-01
1.868574599920573842e-01,6.869381620622275753e-01
5.965255624544180124e-01,2.715011065849638472e-01
7.167530250727438546e-01,2.079770442793671403e-01
1.876190514431955170e-01,6.718441601410525266e-01
6.472891769487196800e-01,1.927442411598524474e-01
2.848321668595290568e-01,5.716968369279402662e-01
8.668806513552759219e-01,1.474691644161764403e-01
6.271027516888928455e-01,3.016845504710374271e-01
8.207993361297052370e-01,3.431356714361304405e-01
4.274493132224490011e-01,5.949084372905293350e-01
3.833219969718156261e-01,7.649537617239693388e-01
2.009587402029031633e-01,6.485615830723557851e-01
5.663768054326833168e-01,1.168762094859416290e-01
3.579802187275276659e-01,7.560915229271187865e-01
8.060614175490730116e-01,1.884944617765452468e-01
3.069477642902750936e-01,8.076674045161763571e-01
4.623895092714548349e-01,7.307847083463644422e-01
2.637509944927287631e-01,8.012970060283035600e-01
6.423607058010453175e-01,3.243954808984261806e-01
5.887472078037623291e-01,4.038954699373345503e-01
7.540447089845321305e-01,1.899747057687653229e-01
3.562627936766431525e-01,7.236903475547307174e-01
6.877874408302218079e-01,3.510424931675234506e-01
2.557644155415331744e-01,7.739267508326249656e-01
6.412975319147745656e-01,3.328070419954416437e-01
1.958396783660922014e-01,6.873560255066956115e-01
2.476624241896641099e-01,7.399759369301813772e-01
7.015883297991654111e-01,2.453300890894218322e-01
8.503812316195226151e-01,1.783009467569702244e-01
7.304041498029081314e-01,2.244644200662567479e-01
2.851295233613984625e-01,6.418926530243492801e-01
3.364784938623499588e-01,6.541936838389201814e-01
7.323500685526694864e-01,2.413301051321465884e-01
7.375587321875393121e-01,2.016045040584743819e-01
6.318100912761533960e-01,3.686047053711701826e-01
7.067628440264497325e-01,2.645290646662477596e-01
3.815289870001456474e-01,4.359927274237780370e-01
8.042697012948889501e-01,1.504016094507740486e-01
2.328092445141003719e-01,7.588883694981940486e-01
2.708113966305540909e-01,6.941745376736707662e-01
8.000736894821618428e-01,2.172568663634029396e-01
7.111885321366927526e-01,1.642561718906674906e-01
9.126052777007058747e-01,2.276177044177235542e-01
6.109403412267757627e-01,2.717930439434835810e-01
7.483540556153875922e-01,2.046019714018438296e-01
7.074882463722369508e-01,2.664754252799748091e-01
8.015956076389273433e-01,1.954486257286591755e-01
3.223118654163634189e-01,6.554789622761076906e-01
6.821492675069722456e-01,1.812643600039016700e-01
1.055782675417531874e-01,7.829256367969430475e-01
1.491800879973627092e-01,6.881661995646102259e-01
1.470297559989806324e-01,6.947113139260563397e-01
3.910401015601654429e-01,8.157275059723450017e-01
3.217432497121022750e-01,7.097829940645385971e-01
3.452819408639887788e-01,7.511190415238143681e-01
4.257290610173966039e-01,7.128322748350769400e-01
2.058357556108835473e-01,7.865890571498272976e-01
6.246329632033384982e-01,2.624664656498400528e-01
1.146361092844537938e-01,6.942263433728664834e-01
2.331713046494614250e-01,6.184549077527010663e-01
7.430750021702018371e-01,1.332763029515733610e-01
6.884798440998713964e-01,2.660952929921472365e-01
7.304220263139321601e-01,2.734879857078710286e-01
3.297796029637349302e-01,7.079283115686096917e-01
6.496192479214754067e-01,1.262997659647482063e-01
7.272536714203925445e-01,2.603900083347766015e-01
1.866255017642759195e-01,6.676891745914247389e-01
7.775593245702435707e-01,1.293895160950855605e-01
7.164466972688249280e-01,1.369968795606590628e-01
6.380250163171332645e-01,1.916549441158828249e-01
3.147265687481387020e-01,6.864623474751748722e-01
8.756091804916226184e-01,1.845673814727321338e-01
5.739939710990239474e-01,2.770514760432699064e-01
2.772899785042126641e-01,7.178510760748123554e-01
6.911938247455918782e-01,2.238303496008305637e-01
3.321356291223023782e-01,7.909095937761063677e-01
7.360422229570218189e-01,2.575495596722921499e-01
2.898556771502609486e-01,7.531658940003972402e-01
1.490545103766696966e-01,6.921281801333631911e-01
7.567932121231082387e-01,3.815928147546937543e-01
7.662171862053001048e-01,1.709673540797938818e-01
7.460651918681617811e-01,1.490832426530091515e-01
7.656527207706795846e-01,2.357814428828929887e-01
3.552929880192429168e-01,7.083346185772767534e-01
2.662241653559271337e-01,5.266479959894669882e-01
2.783346508671260544e-01,6.984461690243443099e-01
3.372256684354985046e-01,7.227284923750343371e-01
6.789733874977833539e-01,2.197727414763571419e-01
9.217165908660948093e-01,2.972930961365073954e-01
7.427290606061076605e-01,3.039526601130339012e-01
6.907063785556843971e-01,1.813033988486787429e-01
8.507078173732808279e-01,1.871203234367443957e-01
3.161488282455023335e-01,7.710533516362870765e-01
6.832231908372735640e-01,1.224042090463682841e-01
6.681059254941972281e-01,2.286798272859069392e-01
3.214447959250933962e-01,4.958949827242973840e-01
2.196223279076301438e-01,6.925027411524118381e-01
6.611905324594612443e-01,2.145510024995054832e-01
2.318901371373347231e-01,6.384888571305389338e-01
2.282952997291139152e-01,7.836192952707975445e-01
6.610516542581320598e-01,2.182700883003355630e-01
7.914106962868197037e-01,2.696040559529890301e-01
3.175385762819708524e-01,7.397964922966582257e-01
4.523246072045511434e-01,6.471582303116683033e-01
3.139230252990845571e-01,7.692535609246843320e-01
8.292874672282445347e-01,2.337961431278596028e-02
3.708223058102855796e-01,6.406340969399861862e-01
7.390208993972278151e-01,1.855705131217240123e-01
7.374994655514898190e-01,1.219605267585011227e-01
7.233755152033737312e-01,2.667019954234604584e-01
1.118962463709231442e-01,7.201782015560550532e-01
